일자,언론사,제목,통합 분류1,키워드,특성추출
1997-07-15,문화일보,"발전약사(자동차 1,000만대시대:2)",경제-자동차,"발전약사,자동차,1,000만,대시대,국산,시발,도면,수제작,94년,상류층,상징,상류,서민,로자동차,등장,등록,대수,1천만,94년,자동차,상륙,고종황제,즉위,주년,기념행사,1903년,정설,고종,미국공관,주재,미국,공관,즉위,기념,행사,칭경식,어차,캐딜락4기통,미국,주문,번째,1911년,고종,어차,엔진,장착,영국,다임러사,리무진,고종,리무진,순종,나들이용,이용,현존,자동차,승용차,세계,모델,문화재관리국소유,현대자동차,모습,승용차,복원작업,왕족,세도가들,전유물,자동차,민간인들,보급,시작,1915년,1915년,전국,자동차,80여대,충남,갑부,김갑순,이종덕,천안,예산,공주,조치원,노선,허가,자동차,영업,시작,영업,미국,포드,승합차,자동차,해방,한반도,자동차,7천,86대,한국전쟁,국산,자동차,시발,설계,도면,손재주,엔진,주물,유일,엔진기술자,김영삼,96년,7월,85세,작고,엔진,가솔린,시발차,인기,사이,상류,부인,시발계,유행,영업,택시,시발,닛산,일본,블루버드분해품,조립,나라,세단,승용차,인기,급락,63년,생산,중단,신진자동차,도요타,일본,기술제휴,경기도,부평공장,생산,코로나,승용차,시작,하동환자동차공업,월남전,한창,67년,브루나이,베트남,버스20대,수출,개가,75년,국산,고유,모델,포니,현대자동차,포니,남미,에콰도르,수출,계기,산업,한국,자동차,수출산업,성장,시작,대기,오염,배출량,40%,차지,자정능력,상실,실태,규제,대책,환경,공해,자동차,보유,대수,1천만,시대,최대후유증,배기가스,대기오염,자정능력,초과,상태,국민,숨통,자동차,배기,가스,대도시,미세,먼지,오염,오존농도,증가,휘발성,유기화합물,원인,탄소,화합물,대기,오염,주범,환경부,자동차,공해,현황,1백만,자동차,12년,10배,1천만,돌파,자동차,공해,대기오염물질량,85년,69만,증가,1백,8천,집계,인구,밀집,대도시,비중,자동차,대기,오염,전국평균,증가율,서울,오염비중,자동차,오염,비중,27.4%,97년,80.6%,차지,서울,지역,대기,오염,절대원인,자동차,조사,사실,대기,오염,물질,주요배출원,산업,난방,연소,시설,자동차,전환,97년,배출량,전국,대기,오염,물질,7.7%,산업,28.8%,발전,14.7%,난방,8.8%,기타,배출,시설,7.7%,자동차,대기,오염,물질,배출,비율,배출량,40%,자동차중,버스,트럭,디젤,엔진,사용,경유자동차,대기오염,주범,경유자동차,대수,29%,2백,오염,70%,서울,58%,오염물질,배출,중소,제외,버스,트럭,경유차,비율,5%,오염비율,54%,서울,43%,휘발유,LPG차,오염비율,질소산화물,배출량,매연,특정오염,물질,환산,질소,NOX,82%,매연,98%이상,경유자동차,배출,상황,상대적,질소산화물,매연,배출량,휘발유,차량,배출량,18%,질소산화물,2%,배출량,매연,배출,조사,경유자동차,오염,물질,배출량,휘발유자동차,일산화탄소,탄화수소,배출량,경유차,능가,휘발유자동차,일산화탄소,탄화수소,HC,전체배출량,56%,11만,1만,발생,경유자동차,지속적,대기오염상태,악화,증가,자동차,배기,가스,인체,악영향,발생,미세,먼지,PM,호흡기,침입,폐렴,질환,원인,질소산화물,탄화수소,휘발성,유기화합물,VOC,오존,O3,생성,인체,입등,자극,피부암,유발,오존,식물,광합성,저해,성장억제물질,작용,생태계,악영양,규제기준,마련,2.5,미세,먼지,PM,2.5,스모,현상,원인물질,심폐질환,가시도,visiblity,감소등,직간접적,피해,대책마련,실정,미국,연방,환경,보호청,대기,환경,기준,오염,물질,입자상물질,포함,통칭,부유분진,TSP,건강관점,호흡기내,침착,크기,87년,미세먼지,위험성,경고,부천시,병원,입원,어린이,명당,20명,자동차,배기,가스,추정,원인물질,천식,임상보고,피해,가시화","자동차,배출량,승용차,미국,대기오염,서울,미세먼지,일본,1천만,상류층,산화물,경유자동차,휘발유,대도시,포니,화합물,한국,질소산화물,호흡기,기념행사,1백,현대자동차,어차"
1997-07-15,경향신문,"혼잡료 6대 도시 확대,내년부터 차고확보제 도입키로",지역-경남,"혼잡료,도시,확대,내년,확보제,천만대,건교부,자동차,대책정부,내년,확보제,실시지역,도심,혼잡,통행료,지역,서울,이외,대전,부산,대구,인천,광주,도시,전국,확대,2011년,지하철,전철,도시철도,422.2,1,461,대중교통망,확충,건설교통부,15일,자동차,등록,대수,1천만,돌파,교통난,획기적,개선,교통수요,억제,대중교통,체계,구축,종합교통대책,14일,기사,정부,차고,확보,자동차,등록,차고확보제,법개정,내년,상반기,지방자치단체별,지역실정,터널,서울,남산,1,,시행중,부과지역,도심,혼잡,통행료,부과,지역,전역,내년,서울,확대,한편,여건,도시,주말,운행,자가,승용차,세금,보험료,감면,혜택,주말차량제,기업체,통근,버스,공동운영,유도,정부,승용차,운행,억제,수요,대중교통,흡수,2011년,도시,지하철,전철,경전철,도시철도,1,461,확충,계획,환경부,연간,자동차,오염물질량,2000년,55%,수준,자동차,공해,저감,대책,대책,서울,미세먼지,2000년,수준,오존,0.16,시간,최고,0.16,ppm,0.12,ppm,액화,천연가스,LNG,청정연료,공해,승용차,2000년,수준,보급,의무화,방침,정인화,김판수","자동차,서울,승용차,대중교통,기업체,보험료,ppm,부산,광주,통행료,남산,도시철도,건교부,혼잡료,청정연료,정인화,천연가스,교통난,공동운영,1천만,의무화,경전철,교통부"
1997-07-15,문화일보,"도시철도망 1,461㎞ 구축",사회-환경,"도시,철도망,1,461,구축,자동차,시대,교통,오염대책,혼잡통행료,확대,배기가스규제,강화정부,자동차,등록,대시대,교통정책,승용차,지하철,시내버스중심,전환,승용차,교통량,자가용,승용차,차고지,확보,통근,버스,공동,관리,혼잡,통행료,부과,확대,수요억제책,자가,승용차,수요,억제책,병행,방침,정부,2011년,서울,부산,6대도시,지하철,전철,경전철,1천,61.4,도시철도망,구축,계획,2000년,각종,심폐,질환,원인물질,오염물질,자동차,배기가스,오염,물질,현재수준,45%,감축,방침,건설교통부,환경부,14일,골자,자동차,대시대,교통종합대책,대기,오염,대책,교통종합대책,건설교통부,자가,수요,대중교통,흡수,지역,고속,간선,교통망,광역교통관리체계,확립,2011년,서울,도시,철도,수송,분담,60%,수준,개선,차내,혼잡도,차량,운행간격단축,편의,도시,철도,이용,획기적,개선,계획,시내버스,육성책,버스,적자,노선,보조금,지급,공영버스,투입,공영버스차고지,건설,버스전용차로제,확대,현실화,승용차,교통량,억제책,일환,확보,자동차등록,차고지,확보,관련법개정,내년,상반기,관련법,개정,지방자치단체별,지역실정,주말차량제,공청회,내년,법개정,추진,건교부,도심,혼잡,통행료,부과,지역,대중교통전용지구,보행자전용지구,신설,도심,주차시설,억제,승용차,도심,유도,지하철역세권,주거지역,주차시설,대기오염대책,환경부,호흡기질환,스모그,오염원,미세,먼지,PM,2000년,연평균,2005년,단계적,규제,강화,2.5,미세,먼지,PM,2.5,규제,장기적,대책,수립,예정,천식,폐암,유발,오존,생성,질소화합물,시간,기준,0.16,PPM,0.12,PPM,2005년,0.10,PPM,규제,강화,환경부,자동차,제작사,오염물질,50%,천연가스,차등,공해승용차,ULVE,전체생산량,생산,판매,의무화,한편,공해승용차,보유자,혜택,각종,경제,부여,방침,안진우,이제교","승용차,자동차,억제책,환경부,차고지,배기가스,시내버스,대중교통,대시대,자동차등록,오염물질,ppm,경전철,혼잡도,서울,주차시설,도시철도망,461,건설교통부,통행료,교통종합대책,교통부,교통량,수요억제책"
1997-07-15,전남일보,교통정책 수요억제위주 전환,경제-자동차,"전환,교통,정책,수요,억제,위주,확보제,시설,확충,한계,판단,차고지,확보,1천만,자동차,등록,시대,교통정책,중심,교통,시설,공급,억제,자가,운행,골자,수요,관리,위주,자가,운행,대중교통,흡수,2011년,지하철,전철,도시,철도,길이,1천,지하철,버스,대중교통망,확충,건설교통부,1천만,자동차,시대,심화,예상,교통난,획기적,개선,교통사고,교통수요,억제,대중교통,체계,구축,골자,자동차,시대,교통종합대책,기사,정부,교통량,차고지확보제,주말차량제,통근버스공동관리제,상한제,도심,주차장,상한,혼잡통행료부과,자동차,운행자,고통,억제책,각종,교통수요,확대,계획,차고,확보,자동차등록,차고지확보제,법개정,내년,상반기,동해,지방,자치,단체,지역실정,주말차량제,공청회,내년,법개정,추진,공무원퇴근버스제도,확대,기업체,통근,버스,추진,부과지역,도심,혼잡,통행료,부과,지역,대중교통전용지구,보행자전용지구,도심,주차시설,억제,승용차,도심,유도,지하철역세권,주거지역,주차시설,공급,확대,정부,2000년,자동차,오염,물질량,45%,미세먼지,오존,오염물질,각종,자동차,오염,물질,단계별,선진국,수준,강화,자동차,제조,업체,공해차량,생산,의무화,운행중,차량,공해저감장치,부착,배출,가스,검사,강화,자동차,연료,품질,소음규제,선진국,수준,계획,차관,환경부,尹瑞成,1천만,자동차,시대,골자,자동차,공해,관리,종합,대책,聯合","자동차,대중교통,교통수요,차고지확보제,차고지,통근버스,기업체,혼잡통행료,교통정책,동해,차량제,선진국,주말차량제,환경부,상반기,尹瑞成,주차장,법개정,주차시설,1천만"
1997-07-15,세계일보,"자동차 1,000만대 시대",경제-자동차,"자동차,시대,대기오염,차매연,10년,증가,대도시,먼지,오존농,선진국,정부,공해저감책,업계,이해,난항,자동차등록대수,12년,1천만,돌파,자동차,대기,오염,심화,환경부,연간,전국,자동차,오염,물질량,1백,8천,2.5배,서울,대기,오염,물질량,자동차,오염,물질량,비중,27.4%,80.6%,증가,자동차등록대수,1천,2000년,자동차,오염,물질량,2백,전망,자동차,오염,물질,호흡기질환,시정장애요인,농도,미세,먼지,연평균,대구,부산,서울,도쿄,LA,외국,도시,자극,식물성장,오존농도,서울,권고,세계보건기구,0.08,0.1,ppm,시간,최고,0.167,ppm,기록,LA수준,0.29,ppm,근접,환경부,자동차,대시대,자동차공해관리종합대책,마련,단계적,시행,1백,자동차,오염,물질량,8천,2000년,97만,45%,환경부,미세먼지,연평균,오존농도,시간,최고,0.167,ppm,0.12,ppm,한편,연간,스모,발생일수,45일,25일,계획,환경부,공장,출고,새차,제작차,배출허용기준,강화,1단계,98년,대형,경유차,제작과정,공해저감장치,부착,일반승용차,98년,질소,산화물,배출,기준,현행,0.6,0.4,강화,2000년,연간,배출가스,98년,액화,천연가스,LNG,자동차,보급,시작,2000년,대형,경유차,3만,중소형,경유차,12만,운행,계획,품질,휘발유,연료,전체부피,50%이하,방향족화합물,98년,45%,2000년,미국,25%이하,발암물질,벤젠,2000년,5%이하,1%이하,제한,자동차제작사,정유업계,기준,추가,시설비용,시행시기,입장,계획,실현,미지수,교통문화,질서,손해,인식,팽배,정지선,준수,22%,최고,보행자,사망,세계,운전자,의식전환,도로시설물,증대,절실,14일,8시,교차,서울,마포구,성산동,성산대교,북단,성산로,자유,성산대교방향,진입,차들,일대,출퇴근시간,차들,혼잡속,운전자들,경적소리,아수라장,일쑤,교차로,통과,30분,가량,올림픽대,성산대교,남단,진입로,목동지역,김포방면,차들,꼬리,운전자,체증,부채질,자동차,운전면허증소지자,2천만,1인,국민소득,1만,달러,성숙,교통문화,차량,교차로,진입로,질서,손해,교통문화,녹색신호,적색신호,순간,앞차,꽁무니,진로,차량,잠시,신호,옆방향,차들,혼잡이,반복,도로교통법,교차,통과,정지선,교차로,건너편,통과,예상,정지선,진입,규정,횡단보도앞,차량정지선,보행자,보호,마지노선,우리나라,정지선,사망사고율,우리나라,보행자,사망,사고,세계,최고,수준,일본,발간,교통안전백서,교통사고,사망자,보행자,비율,우리나라,47%,스웨덴,프랑스,독일,18%,3배,정도,일본,27%,2배,정지선,서울시,시정,연구원,조사,결과,횡단보도,차량,22.6%,51.1%,정지선,횡단보도,사이,정차,횡단보도,침범,차량,24.3%,보행자,경시,풍조,운전,조급증,인명,희생,초래,교통전문가들,1천만,시대,교통질서,확립,운전자,의식전환,교통,시설,투자,증대,지적","자동차,정지선,보행자,서울,환경부,ppm,차들,횡단보도,성산대교,운전자,우리나라,교차로,물질량,대도시,1천만,연평균,미세먼지,일본,교통문화,서울시,진입로,횡단보도앞,1백,8천"
1997-07-15,한겨레,"경유값,휘발유의 80%까지 올려,환경부,2000년까지",경제-자동차,"경유값,휘발유,80%,환경부,2000년,차관,윤서성,환경부,1천만,자동차,대시대,2000년,자동차,오염물질,55%,수준,자동차,오염,물질,규제기준,선진국,수준,뼈대,자동차,공해,관리,종합,대책,종합대책,오염물질,각종,자동차,오염,물질,단계적,서울,연평균,72ug,세제곱미터,미세먼지,50ug,세셉,峙謙,시간,최고,0.16,mg,세제곱미터,오존,영향,물질,0.12,mg,세제곱미터,환경부,자동차,제작,단계,저공해차,생산,유도,휘발유차,2000년대,규제기준,수준,미국,캐나다,경유차,독일,유럽수준,강화,2000년,생산,2%,천연가스자동차,공해차,제작,판매,의무화,2001년,경유차,경유,65%,55만,공해저감장치,부착,계획,자동차,소음,허용,기준,유럽수준,강화,환경부,경유차,운행,휘발유,45%선,경유,가격,2000년,80%선,계획","자동차,환경부,휘발유,경유차,종합대책,세제곱미터,mg,규제기준,유럽수준,미국,캐나다,오염물질,윤서성,50ug,세셉,공해저감,공해저감장치,의무화,55만,연평균,72ug,천연가스자동차,서울,미세먼지,세제곱,휘발유차,공해차,천연가스,뼈대,독일,저공해차,유럽,선진국"
1997-07-15,한국일보,"자동차 1,000만대시대 종합대책",경제-자동차,"자동차,대시대,종합대책,교통,시설,가속,교통수,감속,도시철도,버스전용차,확대,심야버스,고급화,15인,밴택시,교통혼잡지역,보행,전용,지구,지정,공해차,의무,2%이상,정부,14일,자동차,대시대,종합대책,도시철도,대중교통,확충,교통수요,억제,오염,배출량,절감,골자,기하급수,차동차,증가,거북이걸음,도로,증가,감당,한계,도달,만큼,획기,정책전환,정부,도시철도,확충,시내버스,경영지원,버스이용,택시,고급화,교통공급,확대,차고지확보,주말운행차량제,확대,혼잡통행료,부과,지역,교통수요,억제,방안,공해배출기준,선진국,수준,강화,종합대책,요약,교통,공급,증대,방안,도시철도,422.2,96년,2003년,924.8,2011년,1,461,확충,도시철도,수송분담률,서울,서울,60%,,기타,40%,건설,서울,12호,연장노선,신설노선,9호,김포,강남,한강변,둔촌동,경전철,서울,용인,하남,의정부,노선,2003년,수도권,광역시,노선,건설,99년,전동차,증차,4,282량,6,204량,최대,혼잡,시간,혼잡,204%,180%,경수선,증회운행,경인선,복복선,개통후,직통열차,운행,예정,시내버스,버스전용차선,118개,구간,내년,확대,버스통행량,시간,전용차선,100대,기준,확대,경영난,버스업체,지원,적자노선,보조금,지자체,재원,지급,최저,보조금,입찰,내년,서울,시행,버스업체들,공동배차,공영차고지,확대,설치,비용,30%,지원,택시,택시고급화,2000년,서울,모범택시,50%,6%이하,확대,리무진택시,지하철역,단거리,반복운행,벽지,운행,15인,밴택시,검토중,렌터카,직영제,관리위탁제,병행,운영,가맹점형태,가능,프렌차이즈방식,내년,자본금,차량,보유,관리위탁업체,일반사업체,가맹점형태,운영,시외,고속버스,심야버스,45인,37인,고급화,어촌,벽지지역,차량,구입비,지원,확대,교통수,억제방안,차고지확보제,주차공간,차고지확보제,지자체,시행,관련근거법,마련,내년,상반기,확보자금,재정,주차장특별회계,보조,융자,확보차량,보험혜택,방안,추진,주말운행차량제,주말,공휴일,운행,세금,자동차,보험료,감면,제도,번호판,구별,색깔,번호판,방식,운영,예정,긴급,예외,운행,허용,부담금,부과,일시,허가,제도,병행,개정,내년,추진,확대,혼잡,통행료,부과,지역,편도,도로,차량,평균,주행,속도,시속,미만,지역,혼잡,통행료,부과,지역,지정,도시,확대,관련시행지침,마련,시도,전달,방침,서울시,자동징수시스템,마련,내년,확대,예정,건교부,중심상업지역,중심업무지구,보행,대중교통,수요,교통혼잡지역,대중교통전용지구,보행전용지구,지정,도심,주차장,설치,억제,상한제,도심,주차장,설치,상한,통행량,유발,규모,근거,교통유발부담금,차등화,방안,추진중,차량,공해,절감,대책,자동차,배기,가스,배출원,미세먼지,서울,안전농도,연평균,안전,농도,초과,LA,도쿄,동경,부산,대구,대전,광주,대도시,위험수준,오존,서울,시간,최고,0.167,PPM,LA,0.29,PPM,육박,세계보건기구,권고기준,0.08,0.10,PPM,저공해차량의무화,2000년,생산,자동차,초저,공해,차량,생산,의무화,휘발유차량,배출기준,세계,미국,캐나다,경유차량,유럽,수준,규제,자동차오염,주범,경유차,매연,질소산화물,공해저감장치,부착,확대,공해저감장치,가격,보급,확대,계획,검사제도강화,안전검사위주,현행,정기,검사,배출,가스,위주,단계별,강화,질소산화물,측정,실제,주행,상태,부하검사제도,자동차,연료,기준,강화,2000년,미국,유럽,수준,적용,제작차,소음,기준,세계,유럽수준,강화,계획,정부대책,도시철도,재원,차고지확보제,수요억제정책,한차례,시도,실패,전례,추진,의심,공해대책,자동차업,공해저감,정유업계,협조,뒷받침,가능,신윤석,유승호","서울,자동차,도시철도,대중교통,혼잡통행료,통행량,공해저감,주차장,대도시,번호판,직통열차,보조금,부담금,시내버스,차고지확보제,미국,교통공급,교통수,차고지,고급화,유럽,지자체,의무화,보행전용지구,만큼,전동차,제작차,ppm,산화물,의정부,가맹점형태"
1997-07-15,경인일보,(사설) 오존저감 대책 서둘러 시행해야,사회-환경,"오존저감,대책,시행,오존저감,대책,시행,인천,안산,악취소동,여파,경기도,지역,수원,오존주의보,발령,이날,수원시,팔달동,측정소,오존,농도,측정,시간,0.12,ppm,수원시,전역,오존주의보,발령,2시간,해제경보,대기중,오존농도,1.,12ppm,발령,주의보,서울,11회,인천,지난달,발령,도내,1일,시지역,수원,시행,우리나라,공기,산성비,아황산가스농도,세계,오염도,그중,수도권,대기오염,전국,대기오염지대,수원,질소,산화물,오염도,달동인,기준치,13번,초과,시흥,먼지오염도,부천,미세먼지,광명시,이산화질소,오염도,전국1위,기록,청정도시,과천시,이산화질소,농도,서을,수도권,대기오염도,오염물질,배출,산업시설,자동차,집중때문,주지,이달,1천만,돌파,자동차,보유,대수,절반가량,수도권,밀집,자동차,아황산가스,질소산화물,대기,오염,기여,수원,오존,주의보,발령,직전,경기도,단속,자동차,배출,가스,상설,단속,저감대책,운영,오존,저감,대책,마련,조치,오존저감대책,단속반,대기,오염,우심,지역,집중,투입,매연,탄화수소,일산화탄소,아황산가스,배출차량,집중,딘속,유해물질,배출,경유차량,단계적,매연여과장치,부착,청정,연료,사용,지역,확대,대책,시행,국토,우리나라,대기오염,수도권,차원,해결,불가능,전국,산업,시설,대기,오염물,배출,배출,종량,부과금,조기도입,자동차,강화,오염,물질,배출,허용,기준,저공해,보급","자동차,오염도,수원,아황산가스,대기오염,수원시,수도권,오염물질,인천,경기도,측정소,절반가량,우리나라,이산화질소,오존농도,질소산화물,일산화탄소,시지역,12ppm,주의보,저감대책,오존주의보,산업시설,산화물"
1997-07-16,헤럴드경제,오염물질 3년내 45% 줄인다,경제-자동차,"오염,물질,45%,배출기준,수준,상향,부과,의무,생산,비율,전기,하이브리드차,2천,년보급,환경부,공해,관리,대책,자동차,대시대,환경부,종합대책,자동차,공해,관리,종합,대책,2000년,자동차,오염,물질량,45%,미세먼지,오존,각종,자동차,오염,물질,배출,허용량,단계별,선진국,수준,강화,자동차,제조,업체,공해차량,생산,의무화,운행중,차량,공해저감장치,부착,배출,가스,검사,강화,품질,자동차,연료,소음규제,선진국,수준,계획,종합대책,자동차,발생,연간,오염물질량,2000년,45%,감소,97만,방침,환경부,저공해차,생산,유도,경승용차,일반,승용차,배출허용기준,2000년,세계,미국,캐나다,수준,강화,경유차,독일,유럽국가,동일,적용,5년,8만,배출,가스,유효,수명,2000년,10년,16만,보급,버스,과적운행,비산,먼지,방지,밀폐,화물차,생산,유도,방침,환경부,2000년,생산,2%이상,천연가스자동차,공해차,제작,자동차업체,의무,부과,초저공해차,98년,전기,하이브리드,자동차,2000년,점진적,보급하,2001년,경유차,경유,65%,55만,매연저감장치,부착,계획,성분,자동차,연료,규제기준,2000년,미국,유럽,선진국,수준,동일,내년,0.05%,저황,경유,생산,추진,방침,자동차,소음,허용,기준,2000년,유럽국가,수준,강화,소음기,훼손,운행,즉시,처벌,배출가스,소음인증제도,국제수준,예정,대기환경규제지역,지자체,저감목표,자동차,오염,물질,저감,설정,구체적,저감계획,마련,신규등록,승용차,신규,등록,억제,방안,검토,휘발유,경유,가격,점진적,2000년,휘발유,가격,80%선","자동차,환경부,배출가스,승용차,저공해차,하이브리드,선진국,경유차,유럽,휘발유,미국,종합대책,화물차,유럽국가,오염물질량,물질량,매연저감장치,소음인증"
1997-07-16,부산일보,환경부 자동차공해 종합대책 발표...車오염물질 배출 45% 줄인다,경제-자동차,"종합대책,환경부,자동차,공해,종합,대책,오염물질,배출,45%,2000년,강화,연료,품질,소음,규제,2000년,자동차,오염,물질량,45%,미세먼지,오존,오염물질,각종,자동차,오염,물질,선진국,수준,개선,자동차,제조,업체,공해,차량,생산,의무화,배출,가스,검사,자동차,연료,품질,소음규제,선진국,수준,강화,환경부,14일,자동차,공해,종합,대책,서울,부산,전국,2000년,호흡기,질환,스모그,원인,미세먼지,PM,기준,연평균,안전,농도,입방,미터,오존농도,0.12,시간,최고,0.12,계획,연간,배출량,자동차,오염,물질,2000년,97만,45%,정부,저공해차,생산,촉진,여과장치,자동차,배출,가스,여과,장치,품질기준,휘발유,승용차,2000년,경유차,98년,세계,미국,독일,수준,강화,5년,8만,배출,가스,여과,장치,품질보증기간,2000년,10년,16만,승용차,2000년,중소형,버스,화물,2001년,대형,버스,화물,2002년,생산,2%이상,천연가스,자동차,공해차,제작,판매,의무화,제주도,속초,설악,지역,관광지,자연,생태,보전,지역,전기자동차,자동차,초저,공해,자동차,보급,자동차,공급,점진적,확대,경유가격,점진적,인상,2000년,휘발유가격,80%선,자동차,주행,자동차,세금,취득,보유,단계,이용단계,부담,관계부처,협의","자동차,환경부,오염물질,연평균,휘발유,종합대책,소음규제,미세먼지,의무화,승용차,선진국,여과장치,관계부처,미국,관광지,이용단계,부산,설악,서울,오존농도"
1997-07-16,전북도민일보,승용차 배출가스 기준 ‘세계화’,경제-자동차,"승용차,배출,가스,기준,세계,제조업체,공해차량,생산,의무,경유,운행,중과세,환경부,자동차,공해,관리,대책,정부,2000년,자동차,오염,물질량,45%,미세먼지,오존,각종,자동차,오염,물질,단계별,선진국,수준,강화,자동차,제조,업체,공해,차량,생신,의무화,운행중,차량,공해,저감,장치,부착,배출,가스,검사,강화,자동차,연료,품질,소음규제,선진국,수준,계획,차관,환경부,윤서성,1천만,자동차,시대,골자,자동차,공해,관리,종합,대책,종합대책,서울,호흡기질환,스모,원인,미세,먼지,iPM,연평균,72g,50g,오존농도,시간,최고,0.16,0.12,2005년,미세먼지,평균,미세,먼지,40g,오존,최고치,최고,0.10,자동차,발생,연간,오염물질량,2000년,45%감소,97만,계획,환경부,저공해차,생산,유도,경승용차,승용차,배출허용기준,2000년,세계,미국,캐나다,수준,강화,경유차,독일,유럽국가,동일,적용,5년,8만,배출,가스,유효,수명,2000년,10년,16만,보급,버스,과적운행,방지,비산,먼지,밀폐,화물차,생산,유도,방침,환경부,2000년,생산,2%이상,천연가스자동차,공해차,제작,의무화,저공해차,98년,전기,하이브리드자동차,2000년,점진적,보급,한편,경유차,경유,65%,55만,매연저감장치,부착,계획,성분,자동차,연료,규제기준,2000년,미국,유럽,선진국,수준,동일,내년,0.05%,저황,경유,생산,추진,방침,자동차,소음,허용,기준,2000년,유럽국가,수준,강화,소음기,훼손,운행,즉시,처벌,배출가스,소음,인증제도,국제수준,방침,대기환경규제지역,지자체,저감목표,자동차,오염,물질,저감,설정,구체적,저감계획,마련,승용차,신규,등록,억제,방안,검토,휘발유,경유가격,점진적,2000년,휘발유,가격,80%선,자동차,주행,보유,비중,자동차세제,이용단계,부담,부처,협의,방침","자동차,승용차,배출가스,환경부,미세먼지,최고치,휘발유,종합대책,경유차,의무화,유럽,미국,선진국,비산,윤서성,오염물질량,물질량,유럽국가"
1997-07-16,세계일보,"오염방지 세라믹필터 개발,아주대­에너지연 개가",사회-환경,"오염,방지,세라믹필터,아주대,에너지연,개가,극미세,먼지,99.5%,제거,안타,대기오염방지시설,난연,여과,포도,대기,오염,방지,시설,획기적,개선,세라믹필터,난연여,과포등,집진,교수팀,아주대,홍민선,교수,국립환경연구원,서울,은평구,불광동,선도기술개발사업,7프로젝트,결과,성과발표회,대기,오염,방지,시설,대체,세라믹필터,홍교수,세라믹필터,제철,석유,화학,쓰레기,소각장,이용,0.3,결과,직경,0.3,입자,극미세먼지,99.5%,제거,홍교수,필터,6백,고온,사용,2백,도이상,사용,백필터,대체,주장,선임연구부장팀,한국에너지기술연구소,손재익,선임,연구부,여과포,난연여,과포,세계,독일,네덜란드,특허출원,손연구부장,시설,배출,함유,먼지입자,포집,제거,원심력,집진,장치,설치,후단,집진장치,직물,여과,집진,장치,설치,운영,원심력,집진,장치,여과포,집진,접목,장치,설명","세라믹필터,여과포,대기오염방지시설,아주대,과포,홍교수,극미세먼지,원심력,불광동,서울,손재익,한국에너지기술연구소,홍민선,극미세,집진장치,난연여,특허출원,발표회,성과발표회,네덜란드,소각장,독일,선도기술개발사업,6백,은평구,국립환경연구원,도이상,2백,7프로젝트,선임연구부장팀,손연구부장,먼지입자"
1997-07-16,경인일보,고효율 집진기술 개발,지역-충남,"집진,집진,시대,대기,오염,방지,시설,洪珉善,교수,세라믹,필터,한국에너지,불연여,과포,대기,오염,방지,시설,획기적,개선,세라믹필터,난연여,과포,고효,집진기술,일거,수입대체효과,경제,효과,아주대,洪珉善,교수,15일,국립환경연구원,선도기술개발사업,G-,7프로젝트,중간평가,성과발표회,대기,오염,방지,시설,대체,세라믹,필터,교수,가람,원진기공,산학협동,세라믹,필터,제철,석유화학,제지,쓰레기소각장,이용,결과,0.3,입자,극미세먼지,99.5%,제거,필터,6백,고온,안정적,사용,2백,사용,백필터,대체,설치비,설비부지,50%,절감,주장,선임연구부장팀,한국에너지기술연구소,孫宰翼,선임,연구부,우다,세론기계,공동,2년,결과,여과포,연여과포,개발명,레지스멕스,세계최초,성공,독일,네덜란드,특허,출원,연구부장,시설,배출,함유,먼지입자,포집제거,원심력,집진,장치,설치,후단,집진장치,직물,여과,집진,장치,설치,운영,원심력,집진,장치,여과포,집진,접목,장치,장치,이용,집진효율,99.9%,유지,99.9%,압력손실,40%,여과포수명,2년,연장,설치비,소요공간,종전설비,절감,30%,가량,연간,운전,유지비,5백억,절감,교수,주장,수석연구원팀,한국중공업,咸炳勳,수석,연구원,한국기계연구원,한국전기연구소,공동,집진기,유지,보수,광폭,전기,집진기,독자적,성공,집진면적,실증,검사,결과,집진,면적,25%,운전비,설치비,10%,연구원","여과포,과포,설치비,洪珉善,집진기술,집진기,세라믹필터,원심력,孫宰翼,연구원,咸炳勳,한국에너지기술연구소,한국중공업,5백억,한국에너지,아주대,집진면적,집진장치,7프로젝트,중간평가,선도기술개발사업,성과발표회,쓰레기소각장"
